latitude,longitude
42.50203712733256,-116.65912444838786
47.11738014849942,-69.01988628365389
45.11764403855222,-117.42645619827292
45.214742874769506,-67.72258370808632
32.31177370237262,-91.34042246654829
42.04284087069039,-93.76352080391419
39.42192633140236,-112.47135341571149
45.70022986803527,-87.33350340180066
37.40143674075851,-113.09602455013797
35.76367394523093,-103.6403756186294
37.17054170124958,-105.5189896657443
33.959953871585064,-91.74751172699266
38.1775756859326,-95.57292580844374
39.05987411937148,-103.76885038537175
40.68511658126867,-107.68341419839656
42.421235190601976,-116.66948500323663
36.2050203273957,-106.98558912767712
33.26273725847087,-114.77893234590121
44.15175371422198,-92.60087181715129
38.54237806699707,-111.43442335384879
39.648905209699286,-102.7842371402285
40.38750335515864,-87.0446563761804
61.63699625237429,-143.8394239535044
39.20630655515827,-104.3901599183021
37.44505480237045,-103.79005606390407
41.1190058367671,-124.02620620646455
47.72264452751074,-104.04955843762471
45.939143411866056,-69.79039802570334
48.406269472385404,-108.89047517186297
44.675935972717234,-68.14298968612863
69.65833356191257,-157.10780532501184
55.42861216431374,-160.76901827557725
39.4116389320401,-97.22356689900182
42.8734601356185,-94.99246849612238
42.784530076716734,-117.81408779237354
54.880281425540566,-162.37241081102985
39.60867942878404,-87.18740003054737
46.36176088035146,-105.97921738898691
34.27392838109099,-104.64467085837315
51.627269953918876,-177.83712558758893
41.74434715038228,-114.42447600830808
66.85922852489489,-151.43361667207498
39.30183474447456,-98.26093245540437
43.90534764046591,-71.96504970613587
40.6063377889484,-108.99711724574227
46.619994459430785,-114.82533495593795
31.974595836102974,-93.32956089970327
51.920159326606296,177.29733857119606
44.364084576275516,-119.56556743221167
62.465750792126194,-149.13008609078574
43.68059843460144,-95.00359009231539
60.863226465858126,-143.2925821836989
45.90524742746253,-86.50511672836087
66.29618402269625,-164.83747038741038
36.07734923954314,-106.42655090593595
29.276897326719997,-91.38656179852113
63.262960342454456,-155.83163896412967
38.65716505079931,-111.54408779856338
37.698152333265554,-120.28318899031811
34.85910697708374,-92.79656843259279
64.70543712761675,-151.3183744833651
68.21459995820852,-149.81587378276592
69.48735934523516,-160.99453334847965
64.10772170949402,-152.38422876188136
39.10885444621116,-103.89910093865146
39.98226776089559,-119.36872861702594
61.1146909970903,-141.70115128293935
42.97367032392642,-82.57165522134649
39.43248331027343,-83.63852821337288
42.25585746675185,-100.72995071660806
38.22729315755854,-97.06060274419104
35.42349926348402,-103.30302320620311
46.018154822413145,-123.0389672189001
63.56045989207053,-162.02670383917095
30.83421251522491,-92.422863145844
36.60923081653589,-88.80375171633371
38.79993138956726,-94.03922627570164
44.378314463572785,-84.29801676856174
47.66735582621704,-91.65227778535846
35.953293056491944,-114.84969005262862
45.477647508137245,-121.41465540586809
58.8602875803977,-159.93357839472694
44.816053025843964,-97.64703558935285
34.62772346411622,-92.41284086647202
36.89155295650548,-101.66359524466047
43.74528784023662,-112.77841626656942
39.06360596649761,-111.90657385361477
29.944041356958156,-89.09874994474343
39.0034850631629,-94.97116733865973
38.359045299526144,-113.82831837077558
36.23732109580977,-85.94778603094998
35.43978297822704,-85.5493654367495
33.11376875102879,-90.84239791664882
40.36762579301375,-107.11439020699484
38.38652906560855,-108.07656728531144
36.510869690280934,-92.71792363801937
64.51545329490087,-145.12006967702817
62.94682931137715,-159.1713432125868
35.50685088340164,-94.69084954182837
48.20862748653641,-111.58346711190302
